keypoint,x_cam1,x_cam2,x_cam3,y_cam1,y_cam2,y_cam3,z_cam1,z_cam2,z_cam3,confidence_cam1,confidence_cam2,confidence_cam3
left_ankle,198.92105340957642,-200.73472023010254,195.54028987884521,352.4410629272461,91.14848136901855,533.3898162841797,0.13014747202396393,-0.08258223533630371,0.1943490207195282,0.1659753918647766,0.4801611304283142,8.71423035277985e-05
